Region,Category,Priority,Business Name,Town,County,Postcode,Landline,Website,Data Confidence,Record ID
South East,Vape Shop,Medium,JTS Ecig Store,Tonbridge,Kent,TN9 2HR,01732 363365,,Low,UK-002369
South East,Vape Shop,Medium,V & M - The Vape and Mobile Store,Tonbridge,Kent,TN9 1EH,01732 798422,,Low,UK-002446
South East,Vape Shop,Medium,VPZ Tonbridge,Tonbridge,Kent,TN9 1SD,01732 367252,,Low,UK-002261
South East,Vape Shop,Medium,4 Vape Waterlooville,Waterlooville,Hampshire,PO7 7HE,023 9311 1246,https://4vape.co.uk/,Medium,UK-002157
South East,Vape Shop,Medium,Vapestore Waterlooville,Waterlooville,Hampshire,PO7 7XW,023 9226 4002,,Medium,UK-002294
South East,Vape Shop,Medium,Tidal Vape Winchester,Winchester,Hampshire,SO23 9JX,01962 571773,https://www.tidalvape.co.uk/,Medium,UK-002246
South East,Vape Shop,High,Vapourium Winchester,Winchester,Hampshire,SO23 7BS,01962 622243,https://vapourium.co.uk/,Medium,UK-002307
South East,Vape Shop,High,Berkshire Vapers (Winnersh),Winnersh,Berkshire,RG41 5HU,0118 979 0340,https://berkshirevapers.net/,Medium,UK-002163
South East,Vape Shop,High,Oxford Vapours - Witney,Witney,Oxfordshire,,01993 358268,https://oxfordvapours.com/,Medium,UK-002218
South East,Vape Shop,High,Electromist Woking (The Vape Depot),Woking,Surrey,GU21 6GH,01483 765921,https://electromist.co.uk/pages/woking-store,Medium,UK-002174
South East,Smoke / Shisha Shop,Medium,Soul Lounge Brighton,Brighton,East Sussex,BN1 2RA,01273 732832,https://dusklounge.co.uk/,Medium,UK-002411
South East,Smoke / Shisha Shop,Medium,Keyif Coffee and Shisha Lounge,Eastbourne,East Sussex,BN21 3HA,01323 370068,https://www.keyif-shisha.co.uk/,Medium,UK-002371
South East,Smoke / Shisha Shop,Medium,Higher Minds,Epsom,Surrey,KT17 2JE,020 8393 2444,,Medium,UK-002361
South East,Smoke / Shisha Shop,Medium,Chillim Shisha Bar and Lounge,Reading,Berkshire,RG30 1EG,0118 377 5830,,Medium,UK-002333
South East,Smoke / Shisha Shop,Medium,Aroma Lounge Southampton,Southampton,Hampshire,SO17 2FY,023 8067 1167,,Medium,UK-002319
South East,Smoke / Shisha Shop,Medium,Cattle Steakhouse Shisha Lounge,Southampton,Hampshire,SO14 1JX,023 8039 3427,https://www.cattlesteakhouse.co.uk/lounge,Medium,UK-002330
South East,Smoke / Shisha Shop,Medium,Royal Shisha Lounge Southampton,Southampton,Hampshire,SO14 3DP,023 8039 8545,,Medium,UK-002395
South East,Tobacco Specialist,Medium,Taylors Tobacconists,Brighton,East Sussex,BN1 1RD,01273 606110,,Medium,UK-002420
South East,Off-Licence,Low,Thresher Wine Shop Eastbourne,Eastbourne,East Sussex,BN21 1SB,01323 732785,,Medium,UK-002440
South East,Off-Licence,Low,B T K Off Licence,Gravesend,Kent,DA11 0LY,01474 356660,,Low,UK-002324
South East,Off-Licence,Low,Perry Food & Wine,Gravesend,Kent,DA11 8RA,01474 368986,,Low,UK-002385
South East,Off-Licence,Low,Rainbow Off Licence,Gravesend,Kent,DA12 2RG,01474 333322,,Low,UK-002392
South East,Off-Licence,Low,Four Hops Shop Ltd,Reigate,Surrey,RH2 9BS,01737 223109,,Low,UK-002353
South East,Off-Licence,Medium,Majestic Wine Reigate,Reigate,Surrey,RH2 0BA,01737 242942,,Low,UK-002211
South East,Off-Licence,Low,Toscanaccio,Winchester,Hampshire,SO23 8AT,01962 841223,,Medium,UK-002442
South East,Off-Licence,Low,Wineshak Winchester,Winchester,Hampshire,SO22 6EW,01962 853925,,Low,UK-002473
South East,Off-Licence,Medium,Majestic Wine Worthing,Worthing,West Sussex,BN11 1BY,01903 238225,,Medium,UK-002212
South East,Off-Licence,Low,Tarring Off Licence,Worthing,West Sussex,BN11 4HN,01903 215957,,Medium,UK-002419
South East,Convenience Store,High,Premier Chatham Convenience Store,Chatham,Kent,ME4 6RT,01634 401626,https://www.premier-stores.co.uk/our-stores/chatham-conveniemce-store,Medium,UK-002224
South East,Convenience Store,Medium,Premier Folkestone (Sandgate Road),Folkestone,Kent,CT20 2BL,01303 850323,,Medium,UK-002225
South East,Convenience Store,Medium,Premier Brockhurst Road,Gosport,Hampshire,PO12 3AT,023 9260 2748,,Medium,UK-002221
South East,Convenience Store,Medium,Sultan Costcutter,Gosport,Hampshire,PO12 3BY,023 9254 2240,,Low,UK-002171
South East,Convenience Store,Medium,Spar - Holborns Redhill,Redhill,Surrey,RH1 6PP,01737 762274,,Low,UK-002228
South East,Newsagent,Low,Good News Newsagents Chichester,Chichester,West Sussex,PO19 1NN,01243 778877,,Medium,UK-002356
South East,Newsagent,Low,The Shop on the Corner,Epsom,Surrey,KT18 6AW,01372 272820,,Low,UK-002429
South East,Newsagent,Low,Guildford News Delivery,Guildford,Surrey,GU2 7NU,01483 450450,,Low,UK-002358
South East,Petrol Station / Forecourt,Low,Anson Service Station,Gosport,Hampshire,PO12 3AZ,023 9250 1012,,Low,UK-002317
