Region,Category,Priority,Business Name,Town,County,Postcode,Landline,Website,Data Confidence,Record ID
Yorkshire & Humber,Vape Shop,High,CRAM Vape,Scunthorpe,Lincolnshire,DN16 2AR,01724 277259,https://www.cramvape.co.uk,Medium,UK-000194
Yorkshire & Humber,Vape Shop,Medium,The Vape Lounge Scunthorpe,Scunthorpe,Lincolnshire,,01724 858999,,Low,UK-000284
Yorkshire & Humber,Vape Shop,High,"420 Vape Shop (Leeds Road, Shipley)",Shipley,West Yorkshire,BD18 1EA,01274 011507,https://420vapeshop.co.uk/,Medium,WY-0002
Yorkshire & Humber,Vape Shop,Medium,Big D Vapes,Slaithwaite,West Yorkshire,HD7 5LU,01484 843253,,Medium,WY-0064
Yorkshire & Humber,Vape Shop,High,Ecig N Vape South Elmsall,South Elmsall,West Yorkshire,WF9 2RJ,01977 647267,,Medium,WY-0013
Yorkshire & Humber,Vape Shop,Medium,House of Vapour,South Elmsall,West Yorkshire,WF9 2AL,01977 647969,https://www.houseofvapour.net,Medium,WY-0097
Yorkshire & Humber,Vape Shop,Medium,The Vape Lounge Thirsk,Thirsk,North Yorkshire,YO7 1HQ,01845 525571,,Medium,UK-000285
Yorkshire & Humber,Vape Shop,High,Vape Safe Whitby,Whitby,North Yorkshire,YO21 1BW,01947 604873,https://www.vapesafe.net/,Low,UK-000218
Yorkshire & Humber,Vape Shop,Medium,The Vape Centre York,York,North Yorkshire,YO31 7EA,01904 927903,,Low,UK-000283
Yorkshire & Humber,Vape Shop,High,Vape Safe York,York,North Yorkshire,YO1 8AX,01904 848488,https://www.vapesafe.net/,Medium,UK-000219
Yorkshire & Humber,Smoke / Shisha Shop,Medium,Smoke & Vape Barnsley,Barnsley,South Yorkshire,,01226 953777,,Low,UK-000277
Yorkshire & Humber,Tobacco Specialist,Medium,Somers of Keighley,Keighley,West Yorkshire,BD21 3PB,01535 604678,,Medium,WY-0150
Yorkshire & Humber,Tobacco Specialist,High,C.Gars Leeds (Dominique London),Leeds,West Yorkshire,LS1 6LQ,0113 244 5556,https://www.cgarsltd.co.uk/,Medium,WY-0012
Yorkshire & Humber,Off-Licence,Medium,Caspar's Bottle Shop,Leeds,West Yorkshire,LS7 3LW,0113 237 4554,https://www.casparsbottleshop.com/,Medium,WY-0073
Yorkshire & Humber,Off-Licence,Low,Castleford Road Off Licence,Normanton,West Yorkshire,WF6 2EU,01924 223984,,Medium,WY-0074
Yorkshire & Humber,Off-Licence,Medium,The Dram Shop,Sheffield,South Yorkshire,S10 1GA,0114 268 3117,,Medium,UK-000215
Yorkshire & Humber,Convenience Store,Medium,Notay Convenience Store (Premier),Batley,West Yorkshire,WF17 8JD,01924 471483,https://www.premier-stores.co.uk/our-stores/notay-convenience-store,Medium,WY-0127
Yorkshire & Humber,Convenience Store,Medium,Costcutter Wibsey,Bradford,West Yorkshire,BD6 1PQ,01274 723454,https://store-locator.costcutter.co.uk/costcutter-b8ba71542351,Medium,WY-0076
Yorkshire & Humber,Convenience Store,Medium,Londis Ravensthorpe,Dewsbury,West Yorkshire,WF13 3JE,01924 461300,https://www.londis.co.uk/our-stores/londis-ravensthorpe,Medium,WY-0115
Yorkshire & Humber,Convenience Store,Low,Thornhill Convenience Store,Dewsbury,West Yorkshire,WF12 9DZ,01924 462478,,Medium,WY-0164
Yorkshire & Humber,Convenience Store,Medium,SPAR Huddersfield Road,Elland,West Yorkshire,HX5 9AA,01422 648232,https://www.spar.co.uk/store-locator/hal32443-spar-huddersfield-road,Medium,WY-0141
Yorkshire & Humber,Convenience Store,Low,KV Convenience & Off Licence,Huddersfield,West Yorkshire,HD3 4HZ,01484 644192,,Medium,WY-0101
Yorkshire & Humber,Convenience Store,Medium,Nisa Local Knottingley,Knottingley,West Yorkshire,WF11 0QH,01977 607202,https://www.nisalocally.co.uk/stores/west-yorkshire/knottingley,Medium,WY-0125
Yorkshire & Humber,Convenience Store,Low,Meltham Convenience Store,Meltham,West Yorkshire,HD9 4EJ,01484 618211,,Medium,WY-0120
Yorkshire & Humber,Convenience Store,High,Premier Mexborough Convenience Store,Mexborough,South Yorkshire,S64 9QZ,01709 581369,https://www.premier-stores.co.uk/our-stores/mexborough-convenience-store,Medium,UK-000207
Yorkshire & Humber,Convenience Store,Medium,Londis Normanton (313 Castleford Road),Normanton,West Yorkshire,WF6 2HL,01924 892113,https://www.londis.co.uk/our-stores/londis-normanton,Medium,WY-0113
Yorkshire & Humber,Convenience Store,Medium,"Londis Normanton (Castleford Road, WF6 2DW)",Normanton,West Yorkshire,WF6 2DW,01924 890438,https://www.londis.co.uk/our-stores/normanton,Medium,WY-0114
Yorkshire & Humber,Convenience Store,Medium,SPAR Outwood,Wakefield,West Yorkshire,WF1 2LE,01924 822641,https://www.spar.co.uk/store-locator/afb49926-spar-outwood,Medium,WY-0142
Yorkshire & Humber,Independent Supermarket,High,Abu Bakr Supermarket (Batley),Batley,West Yorkshire,WF17 8FU,01924 950730,https://www.abubakrgroup.com/,Medium,WY-0006
Yorkshire & Humber,Independent Supermarket,Medium,Mullaco (Batley),Batley,West Yorkshire,WF17 7PJ,01924 939128,https://mullaco.co.uk/,Medium,WY-0019
Yorkshire & Humber,Independent Supermarket,Medium,Worldwide Foods Bradford (Leeds Road),Bradford,West Yorkshire,BD3 7NH,01274 656638,https://worldwidefoods.co.uk/,Medium,WY-0045
Yorkshire & Humber,Independent Supermarket,Medium,Mullaco Supermarket (Dewsbury),Dewsbury,West Yorkshire,WF12 0AA,01924 465909,https://mullaco.co.uk/,Medium,WY-0021
Yorkshire & Humber,Independent Supermarket,Medium,Weetons Food Hall,Harrogate,North Yorkshire,HG3 1EW,01423 507100,https://weetons.co.uk/,Medium,UK-000296
Yorkshire & Humber,Independent Supermarket,Low,Asia Foods,Huddersfield,West Yorkshire,HD1 3SG,01484 514828,,Medium,WY-0052
Yorkshire & Humber,Independent Supermarket,Low,Khadim Supersave,Huddersfield,West Yorkshire,HD1 5HU,01484 360513,,Medium,WY-0106
Yorkshire & Humber,Independent Supermarket,Medium,Shans Supermarket,Keighley,West Yorkshire,,01535 667889,,Medium,WY-0145
Yorkshire & Humber,Independent Supermarket,Medium,FilFoods Filipino Store,Leeds,West Yorkshire,LS8 5PB,0113 440 1031,,Medium,WY-0084
Yorkshire & Humber,Independent Supermarket,Low,Sprouts Supermarket,Rotherham,South Yorkshire,S60 2PE,01709 839980,,Medium,UK-000279
Yorkshire & Humber,Independent Supermarket,Medium,Manchester Superstore (Wakefield),Wakefield,West Yorkshire,WF1 4NL,01924 369105,https://manchestersuperstores.co.uk/store-locations/manchester-super-stores-in-wakefield/,Medium,WY-0017
Yorkshire & Humber,Independent Supermarket,Medium,Ainsty Farm Shop,York,North Yorkshire,YO26 8EQ,01423 331897,https://www.ainstyfarmshop.co.uk/home.html,Medium,UK-000234
Yorkshire & Humber,Newsagent,Low,Flemingate News,Beverley,East Riding of Yorkshire,HU17 0NZ,01482 881429,,Medium,UK-000246
Yorkshire & Humber,Newsagent,Low,Anwarsons Newsagency,Brighouse,West Yorkshire,HD6 1JR,01484 717622,,Medium,WY-0050
Yorkshire & Humber,Newsagent,Low,Kash News & Gifts,Brighouse,West Yorkshire,HD6 1AF,01484 400405,,Medium,WY-0103
Yorkshire & Humber,Newsagent,Low,Mount Pellon Newsagent,Halifax,West Yorkshire,HX2 0HA,01422 361609,,Medium,WY-0122
Yorkshire & Humber,Newsagent,Low,Charlesworths,Holmfirth,West Yorkshire,HD9 7DF,01484 681111,,Medium,WY-0075
Yorkshire & Humber,Newsagent,Low,Dhillon's Newsagents,Leeds,West Yorkshire,LS13 2JJ,0113 257 8085,,Medium,WY-0080
Yorkshire & Humber,Newsagent,Medium,GT News (White Rose Shopping Centre),Leeds,West Yorkshire,LS11 8LU,0113 228 6446,http://www.gtnews.co.uk/,Medium,WY-0014
Yorkshire & Humber,Newsagent,Low,Matharu Newsagents,Leeds,West Yorkshire,LS6 4ER,0113 275 1851,,Medium,WY-0119
Yorkshire & Humber,Newsagent,Low,Select Newsagent,Mirfield,West Yorkshire,WF14 0AB,01924 695779,,Medium,WY-0144
Yorkshire & Humber,Newsagent,Low,Carlton Self Service,Pontefract,West Yorkshire,WF8 2SE,01977 780317,,Medium,WY-0072
Yorkshire & Humber,Newsagent,Low,Brooks News,Pudsey,West Yorkshire,LS28 7LD,0113 257 3382,,Medium,WY-0070
Yorkshire & Humber,Newsagent,Low,J A & S Cowie Newsagent,Ripon,North Yorkshire,HG4 2AT,01765 603153,,Low,UK-000257
Yorkshire & Humber,Newsagent,Low,Ripon News,Ripon,North Yorkshire,HG4 1EN,01765 604337,,Low,UK-000272
Yorkshire & Humber,Newsagent,Low,Todmorden Newscentre,Todmorden,West Yorkshire,OL14 5AQ,01706 819889,,Medium,WY-0165
Yorkshire & Humber,Petrol Station / Forecourt,Medium,Phoenix Filling Station,Bradford,West Yorkshire,BD7 1JT,01274 721896,,Medium,WY-0132
Yorkshire & Humber,Petrol Station / Forecourt,Medium,Glasshoughton Service Station,Castleford,West Yorkshire,WF10 4RS,01977 278353,https://www.nisalocally.co.uk/stores/west-yorkshire/castleford/bp-glasshoughton-ser-st,Medium,WY-0028
Yorkshire & Humber,Petrol Station / Forecourt,Low,Springfield Garage (Keighley),Keighley,West Yorkshire,BD21 1QQ,01535 604629,,Medium,WY-0152
Yorkshire & Humber,Cash & Carry,Medium,BGC Wholesale,Bradford,West Yorkshire,BD4 6SE,01274 651059,https://bgcwholesale.com/locations/bradford,Medium,WY-0055
Yorkshire & Humber,Cash & Carry,Medium,SaveCo Cash & Carry Bradford,Bradford,West Yorkshire,BD3 8HE,01274 665555,https://savecobradford.co.uk/,Medium,WY-0143
Yorkshire & Humber,Cash & Carry,Medium,Suki's Cash & Carry,Bradford,West Yorkshire,BD3 9HN,01274 736093,https://sukiscashandcarry.co.uk/,Medium,WY-0156
Yorkshire & Humber,Cash & Carry,Medium,White Rose Catering,Dewsbury,West Yorkshire,WF13 3QU,01924 467054,,Medium,WY-0188
Yorkshire & Humber,Cash & Carry,High,Parfetts Cash & Carry (Halifax),Halifax,West Yorkshire,HX3 6RA,01422 363167,https://www.parfetts.co.uk/,Medium,WY-0005
Yorkshire & Humber,Cash & Carry,Medium,TLC (Top Lines Catering Supplies),Sheffield,South Yorkshire,S9 3WX,0114 261 9999,https://www.tlcfoods.com/,Medium,UK-000280
