Region,Category,Priority,Business Name,Town,County,Postcode,Landline,Website,Data Confidence,Record ID
South West,Vape Shop,Medium,Vapour Hut,Chippenham,Wiltshire,SN15 3HG,01249 652681,https://thevapour-hut.com,Medium,UK-002131
South West,Vape Shop,Medium,Vapourway Christchurch,Christchurch,Dorset,BH23 1EU,01202 484804,,Medium,UK-002134
South West,Vape Shop,Medium,Go Vape,Cirencester,Gloucestershire,GL7 2NW,01793 250251,https://ecigdirectory.co.uk/vape-shop/listing/go-vape-cirencester,Medium,UK-001967
South West,Vape Shop,Medium,Clevedon Vape,Clevedon,Somerset,BS21 6ND,01275 563379,https://clevedonvape.business.site,Medium,UK-001938
South West,Vape Shop,Medium,Vapella,Devizes,Wiltshire,SN10 1AH,01380 698170,https://www.vapella.com/elementor-6985/,Medium,UK-002110
South West,Vape Shop,Medium,Safercigs Dorchester,Dorchester,Dorset,DT1 1QR,01258 880357,,Medium,UK-001824
South West,Vape Shop,Medium,Vape Corner Exmouth,Exmouth,Devon,EX8 1PE,01395 223067,,Low,UK-002097
South West,Vape Shop,Medium,Vape Station & CBD Street Exmouth,Exmouth,Devon,EX8 1PZ,01395 487250,,Medium,UK-002105
South West,Vape Shop,High,E-Cig City Vape Shop Falmouth,Falmouth,Cornwall,TR11 3EF,01326 712013,https://ecigcity.co.uk/,Medium,UK-001700
South West,Vape Shop,Medium,The Vaping Lounge Falmouth,Falmouth,Cornwall,TR11 3DB,01326 319774,,Medium,UK-002078
South West,Vape Shop,High,Vape HQ Helston,Helston,Cornwall,TR13 8AA,01326 617500,https://www.instagram.com/vapehqcornwall/,Medium,UK-001873
South West,Vape Shop,High,Vapour Generation,Kingswood,Bristol,BS15 8LY,0117 961 1104,https://www.vapourgeneration.co.uk/pages/kingswood,High,UK-001899
South West,Vape Shop,High,Vape HQ Newquay,Newquay,Cornwall,TR7 2NF,01637 859897,https://www.visitnewquay.org/things-to-do/vapehq-p3186113,Medium,UK-001874
South West,Vape Shop,High,My Vape Store Newton Abbot,Newton Abbot,Devon,TQ12 3SH,01626 897776,https://www.myvapestore.co.uk,Medium,UK-001770
South West,Vape Shop,High,Redeye Vapour Paignton,Paignton,Devon,TQ4 6BP,01803 522888,https://redeyevapour.co.uk/,Medium,UK-001815
South West,Vape Shop,Medium,Vapour Station Paignton,Paignton,Devon,TQ3 2EY,01803 526153,https://vapourstation.com/,Medium,UK-002132
South West,Vape Shop,Medium,VPZ Penzance,Penzance,Cornwall,TR18 2HX,01736 448949,https://stores.vpz.co.uk,Medium,UK-001871
South West,Vape Shop,High,Flavour Vapour Plymouth,Plymouth,Devon,PL6 8LH,01752 260801,https://www.flavourvapour.co.uk/stores?store=15,Low,UK-001734
South West,Vape Shop,High,Phillys Vape Shop,Plymouth,Devon,PL1 1LR,01752 260898,https://www.phillysvape.co.uk/,Medium,UK-001787
South West,Vape Shop,High,Tidal Vape Shop Poole,Poole,Dorset,BH15 1AB,01202 684810,https://www.tidalvape.co.uk/,Medium,UK-001852
South West,Vape Shop,Medium,Urban Vape Shop Poole,Poole,Dorset,BH15 3PB,01202 093660,,Medium,UK-002092
South West,Vape Shop,Medium,Zaravape,Poole,Dorset,BH15 1SZ,01202 680987,,Medium,UK-002152
South West,Vape Shop,Medium,Wick'D Up Vapers,Salisbury,Wiltshire,,01722 349064,,Low,UK-002145
South West,Vape Shop,Medium,The Vape Shop Ltd St Austell,St Austell,Cornwall,PL25 5YY,01726 68808,,Low,UK-002074
South West,Vape Shop,High,VPZ St Austell,St Austell,Cornwall,PL25 5BH,01726 68251,https://stores.vpz.co.uk/vpz-st-austell-286ac8c00dc5,Medium,UK-001872
South West,Vape Shop,High,Go Vape,Swindon,Wiltshire,SN1 1SD,01793 612044,https://govape.co.uk/swindon/,Medium,UK-001736
South West,Vape Shop,Medium,The Puffin Hut,Swindon,Wiltshire,SN4 7AA,01793 850200,https://thepuffinhut.com/pages/vape-shop-royal-wootton-bassett,Medium,UK-001841
South West,Vape Shop,High,Tidal Vape,Swindon,Wiltshire,SN1 1QB,01793 224485,https://www.tidalvape.co.uk/pages/swindon-vape-shop,Medium,UK-001850
South West,Vape Shop,Medium,E-Cig City Vape Shop,Taunton,Somerset,TA1 3LP,01823 806273,,Medium,UK-001951
South West,Vape Shop,Medium,Flavour Vapour,Taunton,Somerset,TA1 1JR,01823 275612,https://www.flavourvapour.co.uk/stores?store=19,Low,UK-001733
South West,Vape Shop,Medium,Vape-it UK Ltd,Taunton,Somerset,TA3 5RH,01823 481851,https://www.vape-it.co.uk/directions,Medium,UK-002109
South West,Vape Shop,Medium,Vaper Trails,Taunton,Somerset,TA1 1UD,01823 271190,,Medium,UK-002112
South West,Vape Shop,Medium,Project Vape,Tewkesbury,Gloucestershire,GL20 8HB,01684 296780,https://ecigdirectory.co.uk/vape-shop/listing/project-vape-tewkesbury,Medium,UK-002020
South West,Vape Shop,High,Vape Town Tiverton,Tiverton,Devon,EX16 6PE,01884 230992,https://www.vapetown.co.uk/pages/vape-town-tiverton,Medium,UK-001885
South West,Vape Shop,High,E-Cig City Vape Store Torquay,Torquay,Devon,TQ1 1DB,01803 298430,https://ecigcity.co.uk/,Medium,UK-001701
South West,Vape Shop,High,My Vape Store Torquay,Torquay,Devon,TQ1 1BN,01803 298514,https://www.myvapestore.co.uk,Medium,UK-001772
South West,Vape Shop,Medium,United Vapour,Torquay,Devon,TQ1 4LX,0333 344 3484,,Medium,UK-002091
South West,Vape Shop,High,Xtreme Vapour Torquay,Torquay,Devon,TQ1 4BY,01803 290858,,Medium,UK-001900
South West,Vape Shop,Medium,Unique Vapour,Trowbridge,Wiltshire,BA14 8EW,01225 920160,,Medium,UK-001865
South West,Vape Shop,High,Flavour Vapour Truro,Truro,Cornwall,TR1 3DJ,01872 225333,https://www.flavourvapour.co.uk/stores?store=21,Low,UK-001735
South West,Vape Shop,Medium,Bomb Site Vape Shop,Weston-super-Mare,Somerset,BS23 1QN,01934 420088,,Medium,UK-001919
South West,Vape Shop,Medium,Vaper Trails WSM,Weston-super-Mare,Somerset,BS23 1RG,01934 642673,https://www.vapertrailswsm.co.uk/,Medium,UK-002113
South West,Vape Shop,Medium,Vape d'Ami,Weymouth,Dorset,DT4 8NN,01305 568662,https://vapedami.co.uk/,Medium,UK-002107
South West,Vape Shop,Medium,Safercigs Wimborne,Wimborne Minster,Dorset,BH21 1QA,01258 880357,,Medium,UK-001825
South West,Vape Shop,Medium,Superior Vapour,Yate,South Gloucestershire,BS37 4AS,0117 403 0462,https://www.superiorvapour.com/pages/vape-shop-yate,Medium,UK-001837
South West,Vape Shop,High,The Vapour Hut,Yate,South Gloucestershire,BS37 4BB,01454 329153,https://www.thevapour-hut.com/contact/,Medium,UK-001846
South West,Smoke / Shisha Shop,Medium,The Earl,Bath,Somerset,BA1 1JQ,01225 464449,,Low,UK-002058
South West,Smoke / Shisha Shop,Medium,Exmouth Smoke & Vape,Exmouth,Devon,EX8 1NH,01395 708983,,Medium,UK-001958
South West,Tobacco Specialist,Medium,Southbourne Grove Tobacconist,Bournemouth,Dorset,,01202 429766,,Low,UK-002039
South West,Tobacco Specialist,Medium,The Pipe Shop Bournemouth,Bournemouth,Dorset,BH4 9AY,01202 764813,,Medium,UK-002065
South West,Tobacco Specialist,High,McGahey The Tobacconist,Exeter,Devon,EX3 0JQ,01392 496111,https://the-tobacconist.co.uk,Medium,UK-001763
South West,Tobacco Specialist,Medium,The Cabin Poole,Poole,Dorset,BH15 1AB,01202 674319,,Medium,UK-002052
South West,Off-Licence,Low,No 1 Off Licence,Bristol,Bristol,BS7 8AA,0117 924 7613,,Medium,UK-001999
South West,Off-Licence,Low,The Off Licence,Bristol,Bristol,BS3 4EW,0117 966 5306,,Medium,UK-002063
South West,Off-Licence,Medium,Bottoms Up,Cheltenham,Gloucestershire,GL52 6BB,01242 221508,https://www.gloucester.co.uk/off-licences/cheltenham/,Low,UK-001920
South West,Off-Licence,Medium,Bargain Booze Select Convenience Falmouth,Falmouth,Cornwall,TR11 3PL,01326 617045,,Medium,UK-001686
South West,Off-Licence,Low,Park Off Licence,Swindon,Wiltshire,SN1 5DH,01793 487196,,Low,UK-002014
South West,Off-Licence,Low,Star World Off Licence,Swindon,Wiltshire,SN2 1DB,01793 423348,,Low,UK-002041
South West,Off-Licence,Low,Victoria Off Licence,Swindon,Wiltshire,SN1 3DF,01793 535630,,Low,UK-002135
South West,Off-Licence,Low,Wollens Off Licence,Swindon,Wiltshire,SN2 1AQ,01793 523508,,Low,UK-002149
South West,Convenience Store,Medium,Spar Filton,Bristol,Bristol,BS7 0QG,0117 969 9830,https://www.spar.co.uk/store-locator/afb29816-spar-filton,Medium,UK-001833
South West,Convenience Store,Low,Rodbourne Mini Market,Swindon,Wiltshire,SN2 2AA,01793 535607,,Low,UK-002025
South West,Newsagent,Low,Peters News,Bournemouth,Dorset,BH10 4EQ,01202 240184,,Medium,UK-002016
South West,Newsagent,Low,Seamoor News,Bournemouth,Dorset,BH4 9AE,01202 765304,,Medium,UK-002030
South West,Newsagent,Low,Tremlett's Newsagents,Truro,Cornwall,TR1 2SJ,01872 272898,,Medium,UK-002084
South West,Cash & Carry,Medium,Bestway Swindon,Swindon,Wiltshire,SN5 8YG,01793 715200,https://www.bestwaywholesale.co.uk/depots/Bestway-Swindon,Medium,UK-001689
