Region,Category,Priority,Business Name,Town,County,Postcode,Landline,Website,Data Confidence,Record ID
East Midlands,Vape Shop,High,Flawless Vape Shop - Leicester City Centre,Leicester,Leicestershire,LE1 5AD,0116 253 6442,https://www.flawlessvapeshop.co.uk/pages/flawless-vape-shop-in-leicester-city-centre,Medium,UK-001430
East Midlands,Vape Shop,High,Premier E-Cigs (Birchwood),Lincoln,Lincolnshire,LN6 0NA,01522 697522,https://premiere-cigs.co.uk/vape-e-liquid-store-birchwood/,Medium,UK-001478
East Midlands,Vape Shop,High,Premier E-Cigs (Brant Road),Lincoln,Lincolnshire,LN5 9TR,01522 721786,https://premiere-cigs.co.uk/vape-e-liquid-store-brant-road-lincoln/,Medium,UK-001479
East Midlands,Vape Shop,High,Premier E-Cigs (Sincil Street),Lincoln,Lincolnshire,LN5 7ET,01522 567370,https://premiere-cigs.co.uk/,Medium,UK-001480
East Midlands,Vape Shop,High,VapeHQ Lincoln,Lincoln,Lincolnshire,LN2 4JA,01522 541237,https://vapehq.co.uk/pages/vapehq-lincoln,Medium,UK-001509
East Midlands,Vape Shop,High,QCig Vapes - Long Eaton,Long Eaton,Derbyshire,NG10 1HY,0115 646 1506,https://www.qcig.co.uk/,Medium,UK-001484
East Midlands,Vape Shop,Medium,E Vohra Vape Shop,Loughborough,Leicestershire,LE11 3ER,01509 428979,,Low,UK-001554
East Midlands,Vape Shop,Medium,Flawless Vape Shop - Loughborough,Loughborough,Leicestershire,LE11 3ER,01509 263965,https://www.flawlessvapeshop.co.uk/blogs/news/vape-shop-loughborough,Medium,UK-001431
East Midlands,Vape Shop,Medium,VapeHQ Loughborough,Loughborough,Leicestershire,LE11 1TH,01509 238180,,Low,UK-001510
East Midlands,Vape Shop,Medium,VapeHQ Mansfield,Mansfield,Nottinghamshire,NG18 2BQ,01623 422226,,Medium,UK-001511
East Midlands,Vape Shop,Medium,TSV Vape Shop (The Serial Vapists),Market Harborough,Leicestershire,LE16 9HE,01858 289273,https://www.thesupremevapeshop.com/,Medium,UK-001626
East Midlands,Vape Shop,Medium,Vape Central Market Harborough,Market Harborough,Leicestershire,LE16 7DT,01858 289284,,Medium,UK-001652
East Midlands,Vape Shop,Medium,VapeHQ Matlock,Matlock,Derbyshire,DE4 3AS,01629 259070,,Medium,UK-001512
East Midlands,Vape Shop,Medium,The Melton Ultimate Vape Store,Melton Mowbray,Leicestershire,LE13 1JF,01664 907425,https://themeltonultimatevapestore.com,Low,UK-001633
East Midlands,Vape Shop,Medium,Vape Home Melton Mowbray,Melton Mowbray,Leicestershire,LE13 1NW,01664 786898,,Low,UK-001656
East Midlands,Vape Shop,Medium,Sensei Premium Vapes,Newark-on-Trent,Nottinghamshire,NG24 1DU,01636 357065,,Medium,UK-001613
East Midlands,Vape Shop,Medium,VapeHQ Newark,Newark-on-Trent,Nottinghamshire,NG24 1BG,01636 918090,,Medium,UK-001513
East Midlands,Vape Shop,Medium,MooreVape Ltd,Northampton,Northamptonshire,NN1 1PT,01604 633221,https://moorevape.co.uk/,Medium,UK-001590
East Midlands,Vape Shop,High,Temple of Vape,Northampton,Northamptonshire,NN5 6LP,01604 585504,https://www.templeofvape.co.uk/,Medium,UK-001489
East Midlands,Vape Shop,High,Billy Vapes,Nottingham,Nottinghamshire,NG3 5FR,0115 952 8347,,Medium,UK-001408
East Midlands,Vape Shop,High,Billy Vapes,Nottingham,Nottinghamshire,NG8 1FW,0115 854 0051,,Medium,UK-001409
East Midlands,Vape Shop,Medium,Grey Haze Nottingham,Nottingham,Nottinghamshire,NG1 5BB,0115 998 8118,https://greyhaze.co.uk/,Medium,UK-001433
East Midlands,Vape Shop,Medium,Totally Wicked Nottingham,Nottingham,Nottinghamshire,NG1 2ND,0115 950 6596,https://www.totallywicked-eliquid.co.uk/stores/totally-wicked-nottingham,Medium,UK-001495
East Midlands,Vape Shop,Medium,The Vape House Oadby,Oadby,Leicestershire,LE2 5BB,0116 271 9164,,Medium,UK-001638
East Midlands,Vape Shop,Medium,Dragons Cove Vaping Ltd,Oakham,Rutland,LE15 6AX,01572 869006,,Medium,UK-001553
East Midlands,Vape Shop,Medium,Vape Central Oakham,Oakham,Rutland,LE15 6AQ,01536 239617,,Low,UK-001653
East Midlands,Vape Shop,Medium,Vape Rushden,Rushden,Northamptonshire,NN10 0PQ,01933 357508,,Low,UK-001658
East Midlands,Vape Shop,Medium,Vape HQ Shepshed,Shepshed,Leicestershire,LE12 9QE,01509 505499,,Low,UK-001503
East Midlands,Vape Shop,High,Eco Vape Skegness,Skegness,Lincolnshire,PE25 3ND,01754 228488,https://www.eco-vape.co.uk/stores/vape-shop-skegness/,Medium,UK-001426
East Midlands,Vape Shop,Medium,eCigarette Outlet Skegness,Skegness,Lincolnshire,PE25 3NX,01754 769446,,Medium,UK-001520
East Midlands,Vape Shop,Medium,ECigWizard Spalding,Spalding,Lincolnshire,PE11 1EB,01775 248008,https://www.ecigwizard.com,Medium,UK-001414
East Midlands,Vape Shop,Medium,VapeHQ Swadlincote,Swadlincote,Derbyshire,DE11 8HS,01283 227760,https://vapehq.co.uk/,Medium,UK-001515
East Midlands,Vape Shop,Medium,The Vapour Store Worksop,Worksop,Nottinghamshire,S80 2BA,01909 474235,,Medium,UK-001644
East Midlands,Vape Shop,High,Premier E-Cigs (Wragby),Wragby,Lincolnshire,LN8 5ND,01673 858720,https://premiere-cigs.co.uk/,Low,UK-001481
East Midlands,Smoke / Shisha Shop,Medium,Cascade Lounge,Leicester,Leicestershire,LE2 0QD,0116 224 4342,https://cascadelounge.co.uk/,Medium,UK-001544
East Midlands,Smoke / Shisha Shop,Medium,SMOUK Shisha & Dining Lounge,Leicester,Leicestershire,LE1 3TE,0116 482 6912,https://www.smoukleicester.co.uk/,Medium,UK-001608
East Midlands,Smoke / Shisha Shop,Medium,Zizou Lounge Northampton,Northampton,Northamptonshire,,01604 630778,,Low,UK-001672
East Midlands,Tobacco Specialist,Medium,Lincoln Tobacconist,Lincoln,Lincolnshire,LN2 1DY,01522 514758,https://www.lincolntobacconist.co.uk/,Medium,UK-001581
East Midlands,Off-Licence,Medium,Bargain Booze - Buxton,Buxton,Derbyshire,SK17 6ET,01298 24770,,Medium,UK-001399
East Midlands,Off-Licence,Medium,Bargain Booze Lincoln (Rookery Lane),Lincoln,Lincolnshire,LN6 7PX,01522 519689,,Low,UK-001402
East Midlands,Off-Licence,Medium,Bargain Booze Sleaford (Southgate),Sleaford,Lincolnshire,NG34 7SY,01529 307971,https://branches.bargainbooze.co.uk/sleaford/67-southgate.html,Medium,UK-001405
East Midlands,Off-Licence,Medium,Bargain Booze Donington (Spalding),Spalding,Lincolnshire,PE11 4TA,01775 822782,,Low,UK-001401
East Midlands,Convenience Store,Medium,Street Convenience Store - Braunstone,Braunstone,Leicestershire,LE3 2SB,0116 289 8070,https://www.premier-stores.co.uk/our-stores/street-convenience-stores,Medium,UK-001475
East Midlands,Convenience Store,Medium,Londis Highbury Vale,Bulwell,Nottinghamshire,NG6 9FE,0115 979 5631,,Low,UK-001442
East Midlands,Convenience Store,Medium,Carlton Convenience,Carlton,Nottinghamshire,,0115 987 2989,https://www.premier-stores.co.uk/our-stores/carlton-convenience,Medium,UK-001482
East Midlands,Convenience Store,Medium,Staveley Convenience Store (Central England Co-operative),Staveley,Derbyshire,S43 3RX,01246 474643,,Medium,UK-001412
East Midlands,Convenience Store,Medium,Premier Syston Convenience Store,Syston,Leicestershire,LE7 2HA,0116 260 8161,,Medium,UK-001473
East Midlands,Convenience Store,Medium,Nisa Local Towcester,Towcester,Northamptonshire,NN12 8UW,01327 857751,,Low,UK-001454
East Midlands,Convenience Store,Medium,Premier Towcester Convenience Store,Towcester,Northamptonshire,NN12 6DH,01327 352730,https://www.premier-stores.co.uk/our-stores/towcester-convenience-store,Medium,UK-001474
East Midlands,Independent Supermarket,Low,Pak Foodstore,Derby,Derbyshire,DE23 6UU,01332 363808,,Medium,UK-001599
East Midlands,Newsagent,Low,John Poynton Newsagents,Belper,Derbyshire,DE56 1PX,01773 826256,,Medium,UK-001578
East Midlands,Newsagent,Low,5 Westdale Lane Newsagent,Carlton,Nottinghamshire,NG4 3JF,0115 961 1642,,Low,UK-001521
East Midlands,Newsagent,Low,Staveley News,Staveley,Derbyshire,S43 3TL,01246 474444,,Medium,UK-001624
East Midlands,Petrol Station / Forecourt,Medium,Londis / Esso Sellers Wood,Bulwell,Nottinghamshire,NG6 8GE,0115 671 3632,,Low,UK-001446
East Midlands,Petrol Station / Forecourt,Medium,Asda Express Louth (Esso),Louth,Lincolnshire,LN11 9EG,01507 307465,,Low,UK-001397
East Midlands,Petrol Station / Forecourt,Medium,SPAR Fairfield Service Station (BP),Louth,Lincolnshire,LN11 0WA,01507 601358,,Low,UK-001410
East Midlands,Petrol Station / Forecourt,Medium,Morrisons Daily Skegness (Wainfleet Road),Skegness,Lincolnshire,PE25 3QT,01754 800468,,Low,UK-001452
East Midlands,Petrol Station / Forecourt,Low,Stage Service Station,Wigston,Leicestershire,LE18 1HJ,0116 467 0673,,Low,UK-001621
East Midlands,Cash & Carry,Low,SOS Wholesale Limited,Derby,Derbyshire,DE21 4BD,01332 361761,,Medium,UK-001609
East Midlands,Cash & Carry,Medium,Bestway Leicester,Leicester,Leicestershire,LE4 5PN,0116 266 5178,https://www.bestwaywholesale.co.uk/depots/Bestway-Leicester,Medium,UK-001407
