Region,Category,Priority,Business Name,Town,County,Postcode,Landline,Website,Data Confidence,Record ID
North East,Off-Licence,Low,JN Off License,Bishop Auckland,County Durham,DL14 9ER,01388 604175,,Low,UK-001167
North East,Off-Licence,Low,Booze 4 Us,Middlesbrough,Teesside,TS1 5PF,01642 641660,,Medium,UK-001149
North East,Convenience Store,Low,Lowick Village Store,Berwick-upon-Tweed,Northumberland,TD15 2UA,01289 388644,,Medium,UK-001169
North East,Convenience Store,Medium,SPAR Blyth (Brierley Road),Blyth,Northumberland,NE24 5PP,01670 362322,https://www.spar.co.uk/store-locator/hal40001-spar-blyth,Medium,UK-001112
North East,Convenience Store,High,Premier - Pearl Convenience Store,Cramlington,Northumberland,NE23 7SD,0191 237 0967,https://www.premier-stores.co.uk/our-stores/pearl-convenience-store,Medium,UK-001104
North East,Convenience Store,Low,All Sorts (Coatsworth Road),Gateshead,Tyne and Wear,NE8 1QP,0191 477 0976,,Low,UK-000998
North East,Convenience Store,High,Coatsworth Road Convenience Store (Premier),Gateshead,Tyne and Wear,NE8 1SQ,0191 447 4546,https://www.premier-stores.co.uk/our-stores/coatsworth-road-convenience-store,Medium,UK-000962
North East,Convenience Store,Medium,One Stop Ingleby Barwick,Ingleby Barwick,Teesside,,01642 762538,,Medium,UK-001098
North East,Convenience Store,Low,Heaton Convenience Store,Newcastle upon Tyne,Tyne and Wear,NE6 5LQ,0191 224 4007,,Medium,UK-001025
North East,Convenience Store,Medium,SPAR Salters Road,Newcastle upon Tyne,Tyne and Wear,NE3 1DU,0191 285 3880,,Medium,UK-000975
North East,Convenience Store,Medium,Premier Normanby Mini Market,Normanby,Teesside,TS6 0JX,01642 458216,,Medium,UK-001107
North East,Convenience Store,Low,Saltburn Convenience Store,Saltburn,Teesside,TS12 3AA,01287 651155,,Low,UK-001185
North East,Convenience Store,High,Parkside Convenience Store,Seaham,County Durham,SR7 7UQ,0191 581 4518,https://www.premier-stores.co.uk/our-stores/parkside-convenience-store,Medium,UK-001103
North East,Convenience Store,Medium,Princess Convenience Store,Seaham,County Durham,SR7 7QT,0191 581 4212,https://www.premier-stores.co.uk/our-stores/princess-convenience-store,Medium,UK-001109
North East,Convenience Store,Medium,Premier Clarendon Local,Stockton-on-Tees,Teesside,TS18 1LL,01642 913234,,Medium,UK-001105
North East,Convenience Store,Medium,Premier - Pallion Convenience Store,Sunderland,Tyne and Wear,SR4 6NT,0191 375 3773,https://www.premier-stores.co.uk/our-stores/pallion-convenience-store,Medium,UK-000964
North East,Convenience Store,Medium,Best One Thornaby,Thornaby,Teesside,TS17 8EA,01642 678073,,Low,UK-001076
North East,Convenience Store,Medium,SPAR Monkseaton,Whitley Bay,Tyne and Wear,NE25 8AQ,0191 252 4553,https://www.spar.co.uk/store-locator/hal10685-spar-monkseaton,Medium,UK-000974
North East,Independent Supermarket,Medium,Heaton Halal Superstore,Newcastle upon Tyne,Tyne and Wear,NE6 5LP,0191 265 2115,,Medium,UK-001026
North East,Newsagent,Low,Mill Lane News,Billingham,Teesside,,01642 360143,,Medium,UK-001172
North East,Newsagent,Medium,Roseberry Road News / Spar,Billingham,Teesside,TS23 2SD,01642 553734,,Low,UK-001110
North East,Newsagent,Medium,Station News Billingham,Billingham,Teesside,,01642 559107,,Low,UK-001192
North East,Newsagent,Low,Town Square News,Billingham,Teesside,,01642 553252,,Low,UK-001201
North East,Newsagent,Low,Pegg's Newsagents,Hexham,Northumberland,NE46 1PQ,01434 606548,,Medium,UK-001178
North East,Petrol Station / Forecourt,Medium,"Londis @ Esso North Road (MFG, Gosforth)",Newcastle upon Tyne,Tyne and Wear,NE3 2DQ,0191 300 1505,,Low,UK-000959
North East,Petrol Station / Forecourt,Medium,Londis @ Shell Sandy Lane (Gosforth),Newcastle upon Tyne,Tyne and Wear,NE3 5HE,0191 737 1127,,Low,UK-000977
North East,Cash & Carry,Medium,Booker Wholesale Darlington,Darlington,County Durham,DL1 1BW,01325 468438,https://www.booker.co.uk/,Medium,UK-001077
North East,Cash & Carry,High,Bestway Team Valley,Gateshead,Tyne and Wear,NE11 0TU,0191 487 7779,https://www.bestwaywholesale.co.uk/depots/Bestway-Team-Valley,Medium,UK-000951
North East,Cash & Carry,Medium,Booker Gateshead,Gateshead,Tyne and Wear,NE11 0RH,0191 482 1114,,Medium,UK-000952
North East,Cash & Carry,Medium,United Wholesale Grocers (Gateshead),Gateshead,Tyne and Wear,NE11 0RQ,0191 482 5542,https://uwgl.co.uk,Medium,UK-000984
