Region,Category,Priority,Business Name,Town,County,Postcode,Landline,Website,Data Confidence,Record ID
East of England,Vape Shop,High,Vapour Central Rayleigh,Rayleigh,Essex,SS6 9PU,01268 253316,https://www.vapourcentral.co.uk/pages/rayleighstore,Medium,UK-001898
East of England,Vape Shop,Medium,Totally Wicked Southend-on-Sea,Southend-on-Sea,Essex,SS1 2PP,01702 864608,https://www.totallywicked-eliquid.co.uk/stores/southend-on-sea-e-cig-vape-store,Medium,UK-001863
East of England,Vape Shop,Medium,Switch Vapes,St Albans,Hertfordshire,AL1 1NG,01727 858555,https://switchvapes.co.uk/,Medium,UK-002045
East of England,Vape Shop,Medium,Totally Wicked - St Albans,St Albans,Hertfordshire,AL1 4LG,01727 530519,https://www.totallywicked-eliquid.co.uk/,Medium,UK-001861
East of England,Vape Shop,Medium,Phoenix Electronic Cigarettes St Neots,St Neots,Cambridgeshire,PE19 2AR,01480 218918,,Medium,UK-002018
East of England,Vape Shop,Medium,Electromist Stevenage,Stevenage,Hertfordshire,SG1 1QR,01438 745980,https://electromist.co.uk/,Medium,UK-001953
East of England,Vape Shop,Medium,Vape Shop Outlet Stevenage,Stevenage,Hertfordshire,SG1 3DW,01438 902886,https://www.vapeshop.co.uk/,Medium,UK-002104
East of England,Vape Shop,Medium,Welcome to Vape,Watford,Hertfordshire,WD17 1LN,01923 255225,,Medium,UK-002140
East of England,Vape Shop,Medium,X Vapes,Watford,Hertfordshire,WD24 6PQ,0333 224 2240,,Medium,UK-002151
East of England,Vape Shop,Medium,Make My Vape - Welwyn Garden City,Welwyn Garden City,Hertfordshire,AL7 1AD,01707 566056,,Medium,UK-001991
East of England,Vape Shop,Medium,Wickford Vapes,Wickford,Essex,SS12 0RA,01268 971191,,Low,UK-002146
East of England,Vape Shop,High,EcigZoo Wisbech,Wisbech,Cambridgeshire,PE13 1DQ,01945 584460,https://www.ecigzoo.co.uk/pages/wisbech-cambridgeshire-vape-shop,High,UK-001703
East of England,Smoke / Shisha Shop,Medium,Smokers 'n' Vapers,Borehamwood,Hertfordshire,WD6 4DU,020 8386 0061,,Medium,UK-002036
East of England,Smoke / Shisha Shop,Medium,Shisha Time Chelmsford,Chelmsford,Essex,CM1 1XE,01245 690123,,Low,UK-002033
East of England,Smoke / Shisha Shop,Medium,The Pasha Lounge,Grays,Essex,,01375 511495,https://thepashalounge.co.uk/contact/,Low,UK-002064
East of England,Smoke / Shisha Shop,Medium,TOHO Norwich,Norwich,Norfolk,NR2 3AF,01603 305143,https://tohonorwich.com/,Medium,UK-002046
East of England,Smoke / Shisha Shop,Medium,Ishtar Lounge,Peterborough,Cambridgeshire,,01733 761618,https://www.ishtarlounge.com/,Medium,UK-001981
East of England,Smoke / Shisha Shop,Medium,The Lounge,Peterborough,Cambridgeshire,,01733 709306,,Low,UK-002062
East of England,Smoke / Shisha Shop,Medium,The Shisha Lounge Southend,Southend-on-Sea,Essex,SS1 2ER,01702 618678,,Low,UK-002066
East of England,Smoke / Shisha Shop,Medium,144 Shisha Lounge,Watford,Hertfordshire,,01923 463926,,Medium,UK-001903
East of England,Smoke / Shisha Shop,Medium,Nana's Restaurant & Shisha Lounge,Watford,Hertfordshire,WD17 1RA,01923 440055,,Medium,UK-001997
East of England,Smoke / Shisha Shop,Medium,Noa Lounge,Watford,Hertfordshire,WD24 6PQ,01923 461518,,Medium,UK-002000
East of England,Tobacco Specialist,Medium,Norman's Confectioner Tobacconist,Colchester,Essex,CO6 1TT,01376 561450,,Medium,UK-002002
East of England,Tobacco Specialist,Medium,Sheppards Tobacconist & Vape Specialist,Colchester,Essex,CO1 1LS,01206 578201,,Medium,UK-002032
East of England,Off-Licence,Low,Drinkster Wine Merchants,Billericay,Essex,,01277 651717,,Low,UK-001948
East of England,Off-Licence,Low,Webber's Wines Ltd,Billericay,Essex,CM11 1AE,01277 630714,,Low,UK-002138
East of England,Off-Licence,Low,"Off Licence, 30 Coggeshall Road, Braintree",Braintree,Essex,CM7 9BY,01376 329006,,Low,UK-002008
East of England,Off-Licence,Medium,Bacchanalia,Cambridge,Cambridgeshire,CB1 2BD,01223 315034,https://winegod.co.uk,High,UK-001679
East of England,Off-Licence,Low,Wineyard Ltd,Chelmsford,Essex,CM2 7LE,01245 477315,,Low,UK-002148
East of England,Off-Licence,Low,Woodhall Off Licence,Chelmsford,Essex,CM1 4BA,01245 251086,,Low,UK-002150
East of England,Off-Licence,Low,Grants Off Licence,Colchester,Essex,CO4 0EP,01206 842331,,Low,UK-001970
East of England,Off-Licence,Low,Terry Store - Off Licence & Convenience,Colchester,Essex,CO2 8LY,01206 763928,,Low,UK-002047
East of England,Off-Licence,Low,North Stifford Off Licence,Grays,Essex,,01375 371555,,Low,UK-002004
East of England,Off-Licence,Low,Salisbury Off Licence,Grays,Essex,RM17 6DQ,01375 396070,,Low,UK-002028
East of England,Off-Licence,Low,The Blue Shop,Peterborough,Cambridgeshire,PE1 2PH,01733 310573,,Medium,UK-002049
East of England,Off-Licence,Low,Bottoms Up,St Albans,Hertfordshire,AL1 3TT,01727 864917,,Medium,UK-001921
East of England,Off-Licence,Low,Flagship Wines,St Albans,Hertfordshire,AL4 0XP,01727 865309,,Medium,UK-001963
East of England,Off-Licence,Low,St Albans Local Food & Wine,St Albans,Hertfordshire,AL1 3TA,01727 840022,,Medium,UK-002040
East of England,Off-Licence,Low,Drink Shack Off License & Convenience Store,Whittlesey,Cambridgeshire,PE7 1HA,01733 351022,,Medium,UK-001947
East of England,Convenience Store,Medium,Nisa Local Clacton-on-Sea (Point Clear Road),Clacton-on-Sea,Essex,CO16 8JB,01255 820271,https://www.nisalocally.co.uk/stores/essex/clacton-on-sea/151-point-clear-rd,Medium,UK-001780
East of England,Convenience Store,Medium,Stow Convenience Store,Harlow,Essex,CM20 3AH,01279 418970,https://www.premier-stores.co.uk/our-stores/stow-convenience-store,Medium,UK-001797
East of England,Convenience Store,Medium,Budgens March,March,Cambridgeshire,PE15 8TP,01525 310001,,Medium,UK-001694
East of England,Convenience Store,Medium,AB Convenience,Norwich,Norfolk,NR6 5NX,01603 429553,https://www.premier-stores.co.uk/our-stores/ab-convenience,Medium,UK-001798
East of England,Convenience Store,Medium,Alco Stores Premier,Norwich,Norfolk,NR2 2AA,01603 624411,,Low,UK-001799
East of England,Convenience Store,Medium,Hannants Convenience Store,Norwich,Norfolk,NR3 1AA,01603 624412,https://www.premier-stores.co.uk/our-stores/hannants-convenience-store,Medium,UK-001800
East of England,Convenience Store,Medium,Premier Convenience Store (Cadge Road),Norwich,Norfolk,NR5 8DF,01603 454534,https://www.premier-stores.co.uk/our-stores/premier-convenience-store-9,Medium,UK-001802
East of England,Convenience Store,Medium,Rackheath Convenience Store,Norwich,Norfolk,NR13 6QS,01603 722492,https://www.premier-stores.co.uk/index.php/our-stores/rackheath-convenience-store,Medium,UK-001804
East of England,Convenience Store,Low,Millfield Convenience Store,Peterborough,Cambridgeshire,PE1 3HA,01733 311487,,Medium,UK-001992
East of England,Convenience Store,Low,7 Days Convenience Store,Ramsey,Cambridgeshire,PE26 1JP,01487 812575,,Medium,UK-001905
East of England,Convenience Store,Medium,Londis Ramsey (Burtons Corner),Ramsey,Cambridgeshire,PE26 1NE,01487 813545,,Medium,UK-001751
East of England,Convenience Store,Medium,Sophie Convenience Store,Ramsey,Cambridgeshire,PE26 1BZ,01487 710481,,Medium,UK-001796
East of England,Convenience Store,Medium,Bisla Convenience Store,Wisbech,Cambridgeshire,PE13 4RQ,01945 410287,https://www.premier-stores.co.uk/our-stores/bisla-convenience-store-0,Medium,UK-001789
East of England,Convenience Store,Medium,Gorefield Stores,Wisbech,Cambridgeshire,PE13 4PG,01945 870273,https://www.londis.co.uk/our-stores/gorefield-stores,Medium,UK-001746
East of England,Convenience Store,Medium,Nene (Londis),Wisbech,Cambridgeshire,PE13 3DJ,01945 465228,https://www.londis.co.uk/our-stores/nene,Medium,UK-001756
East of England,Independent Supermarket,Medium,Gills Supermarket (Nisa Local),Harlow,Essex,CM18 7PS,01279 414825,https://www.nisalocally.co.uk/stores/essex/harlow/shop-1-sherards-hatch,Medium,UK-001773
East of England,Newsagent,Low,Harvey's Newsagent & Off Licence,Southend-on-Sea,Essex,SS2 4HT,01702 463957,,Low,UK-001973
East of England,Newsagent,Low,Honeycomb News,Southend-on-Sea,Essex,SS1 3EX,01702 588037,,Low,UK-001976
East of England,Newsagent,Low,"Dulcies News, Off Licence and Vape Shop",St Albans,Hertfordshire,AL1 3NA,01727 833768,,Medium,UK-001949
East of England,Petrol Station / Forecourt,Medium,M&S Food / BP Great Notley,Braintree,Essex,,01376 327773,,Low,UK-001678
East of England,Petrol Station / Forecourt,Medium,Meredith Service Station (Premier),Ipswich,Suffolk,IP1 6JR,01473 240933,,Low,UK-001801
East of England,Petrol Station / Forecourt,Medium,BP March (MFG),March,Cambridgeshire,PE15 8AN,01354 700859,,Medium,UK-001768
East of England,Petrol Station / Forecourt,Medium,March Service Station & Convenience Store,March,Cambridgeshire,PE15 8NH,01354 651047,,Medium,UK-001792
East of England,Petrol Station / Forecourt,Medium,Texaco Kingfisher Service Station,Peterborough,Cambridgeshire,PE1 2NE,01733 347391,https://www.londis.co.uk/our-stores/texaco-kingfisher-service-station,Medium,UK-001757
East of England,Petrol Station / Forecourt,Medium,Harvest Petrol Service Station (Spar),Ramsey,Cambridgeshire,PE26 1NE,01709 817836,,Low,UK-001830
East of England,Petrol Station / Forecourt,Medium,Asda Express / Asda Petrol Station Witham,Witham,Essex,,01376 311795,,Low,UK-001677
East of England,Cash & Carry,Medium,Booker Wholesale Chelmsford,Chelmsford,Essex,CM1 3AE,01245 251301,,Low,UK-001691
East of England,Cash & Carry,Medium,Faretrade Ltd,Chelmsford,Essex,CM1 2QE,01245 396801,,Low,UK-001961
East of England,Cash & Carry,Medium,Osgood Smith,Colchester,Essex,CO1 2SW,01206 866206,,Low,UK-002011
East of England,Cash & Carry,Medium,Holland Bazaar,Peterborough,Cambridgeshire,PE1 5XL,01733 340018,,Medium,UK-001975
East of England,Other Relevant Retail,Low,GadgetClub Witham,Witham,Essex,CM8 2AF,01376 513249,https://gadgetclub.uk/,Low,UK-001966
