Region,Category,Priority,Business Name,Town,County,Postcode,Landline,Website,Data Confidence,Record ID
Scotland,Vape Shop,High,VPZ Kilmarnock,Kilmarnock,East Ayrshire,KA1 1QW,01563 259196,https://www.vpz.co.uk/stores/l/kilmarnock/13-15-tichfield-street/6168782,Medium,UK-002603
Scotland,Vape Shop,Medium,Drip Crazy Vapes,Kirkcaldy,Fife,KY1 1QF,01592 560398,,Medium,UK-000768
Scotland,Vape Shop,Medium,Vapourz Kirkcaldy,Kirkcaldy,Fife,KY1 1NQ,01592 265374,,Medium,UK-000748
Scotland,Vape Shop,Medium,Cignil Vapour Livingston,Livingston,West Lothian,EH54 6QU,01506 439461,,Medium,UK-002651
Scotland,Vape Shop,Medium,VPZ Livingston,Livingston,West Lothian,EH54 6HR,01506 324885,https://www.vpz.co.uk/,Medium,UK-002604
Scotland,Vape Shop,Medium,VPZ Motherwell,Motherwell,North Lanarkshire,ML1 1RB,01698 265111,https://www.vpz.co.uk/,Medium,UK-000738
Scotland,Vape Shop,Medium,VPZ Paisley,Paisley,Renfrewshire,PA1 2YA,0141 889 3463,https://www.vpz.co.uk/,Medium,UK-000739
Scotland,Vape Shop,High,VPZ (Perth) / Vaporized,Perth,Perth and Kinross,PH2 8EE,01738 248475,https://www.vpz.co.uk/stores/l/perth/29-county-place/6168785,High,UK-002593
Scotland,Vape Shop,Medium,Zeus Juice (Perth),Perth,Perth and Kinross,PH1 5TH,01738 504503,https://vapeshop-nearme.com/listing/zeus-juice-perth/,Medium,UK-002628
Scotland,Vape Shop,High,Ecigs-Scotland (Peterhead),Peterhead,Aberdeenshire,AB42 1BY,01779 481222,https://ecigdirectory.co.uk/vape-shop/listing/ecigs-scotland-peterhead,Medium,UK-002509
Scotland,Vape Shop,Medium,VPZ Troon,Troon,South Ayrshire,KA10 6AA,01292 857410,https://www.vpz.co.uk/,Medium,UK-002606
Scotland,Vape Shop,Medium,Ecigarus Wishaw,Wishaw,North Lanarkshire,,01698 296440,,Medium,UK-002508
Scotland,Vape Shop,Medium,VPZ Wishaw,Wishaw,North Lanarkshire,ML2 7AF,01698 355102,https://www.vpz.co.uk/,Medium,UK-000740
Scotland,Vape Shop,Medium,e.cig.a.rus Wishaw,Wishaw,North Lanarkshire,ML2 7AU,01698 296440,,Medium,UK-000752
Scotland,Smoke / Shisha Shop,Medium,Urban Shisha Lounge,Aberdeen,Aberdeen City,,01224 478940,,Medium,UK-002736
Scotland,Smoke / Shisha Shop,Medium,Burj Al Shisha,Dundee,Dundee City,,01382 202072,https://burjalshisha.co.uk/,Low,UK-002644
Scotland,Tobacco Specialist,Medium,CASC Whisky & Cigar Shop,Aberdeen,Aberdeen City,,01224 822222,https://www.cascnation.com/,Medium,UK-002646
Scotland,Tobacco Specialist,Medium,The Pipe Shop,Edinburgh,City of Edinburgh,EH6 5HB,0131 553 3561,,Medium,UK-000825
Scotland,Tobacco Specialist,Medium,Smokers Lounge,Glasgow,Glasgow City,G1 5AX,0141 552 0127,,Medium,UK-000814
Scotland,Off-Licence,Medium,Fountainhall Wines,Aberdeen,Aberdeen City,AB15 4EW,01224 641628,https://fountainhallwines.co.uk/,High,UK-002666
Scotland,Off-Licence,Low,Belmont Stores,Ayr,South Ayrshire,,01292 262447,,Low,UK-002637
Scotland,Off-Licence,Low,Drinks Cellar Ayr,Ayr,South Ayrshire,,01292 610743,,Low,UK-002659
Scotland,Off-Licence,Low,Elm Row Grocer & Off Licence,Edinburgh,City of Edinburgh,EH7 4AH,0131 558 3058,,Medium,UK-000773
Scotland,Off-Licence,Low,Goldenacre Wines,Edinburgh,City of Edinburgh,EH3 5PX,0131 552 8064,,Medium,UK-000777
Scotland,Off-Licence,Low,Ellie's Cellar,Stirling,Stirling,FK9 4HP,01786 834894,,Medium,UK-000772
Scotland,Off-Licence,Medium,WoodWinters Wines & Whiskies,Stirling,Stirling,FK7 7WR,01786 448687,,Medium,UK-000750
Scotland,Convenience Store,High,Nisa Local / Premier Clydebank (Glasgow Road),Clydebank,West Dunbartonshire,G81 1JP,0141 951 1669,https://www.nisalocally.co.uk/stores/west-dunbart/clydebank/485b-glasgow-rd,Medium,UK-000712
Scotland,Convenience Store,Low,Muirhead Convenience,Dunfermline,Fife,KY11 3DR,01383 873510,,Medium,UK-000806
Scotland,Convenience Store,Medium,Best-One Leith Walk Stores,Edinburgh,City of Edinburgh,EH6 8SA,0131 553 4260,,Medium,UK-000693
Scotland,Convenience Store,Low,Kavery Convenience Store,Edinburgh,City of Edinburgh,EH11 1TX,0131 623 7192,,Medium,UK-000789
Scotland,Convenience Store,Medium,Premier - Shawlands Convenience Store,Glasgow,Glasgow City,G43 1RN,0141 632 3236,,Medium,UK-000717
Scotland,Convenience Store,High,Crown Stores,Inverness,Highland,IV2 3JT,01463 232026,https://www.premier-stores.co.uk/our-stores/crown-stores,Medium,UK-002541
Scotland,Independent Supermarket,Low,Hing Sing Chinese Supermarket,Edinburgh,City of Edinburgh,EH6 5BU,0131 554 4333,,Medium,UK-000781
Scotland,Independent Supermarket,Low,Loon Fung,Edinburgh,City of Edinburgh,EH6 8NX,0131 555 1098,,Medium,UK-000796
Scotland,Independent Supermarket,High,Locavore (Govanhill),Glasgow,Glasgow City,G42 7SA,0141 378 1680,https://www.locavore.scot/,Medium,UK-000709
Scotland,Independent Supermarket,Medium,Minar Superstore & Halal Meat Shop,Glasgow,Glasgow City,G41 1TD,0141 429 4348,,High,UK-000803
Scotland,Independent Supermarket,Medium,"Roots, Fruits & Flowers",Glasgow,Glasgow City,G12 8HH,0141 334 3530,https://www.rootsfruitsandflowers.com/,High,UK-000811
Scotland,Independent Supermarket,Low,Watan Food Store,Glasgow,Glasgow City,G42 8RS,0141 423 7722,,High,UK-000844
Scotland,Newsagent,Low,Bruntsfield News,Edinburgh,City of Edinburgh,EH10 4EQ,0131 229 3836,,Medium,UK-000760
Scotland,Newsagent,Medium,News Plus (Bruntsfield),Edinburgh,City of Edinburgh,EH10 4DF,0131 229 3415,,Medium,UK-000711
Scotland,Petrol Station / Forecourt,Medium,BP Cliftonhill (Cliftonhill Service Station) / Londis,Coatbridge,North Lanarkshire,ML5 3RA,01236 433242,,Medium,UK-000710
Scotland,Cash & Carry,Medium,Campbells Cash & Carry,Edinburgh,City of Edinburgh,EH11 4BP,0131 442 4999,https://www.campbellsmeat.com,Medium,UK-000704
Scotland,Cash & Carry,High,J.W. Filshill Ltd,Glasgow,Glasgow City,G52 4HE,0141 883 7071,https://www.filshill.co.uk/,Medium,UK-000708
Scotland,Cash & Carry,High,United Wholesale (Scotland) Ltd - Maxwell Road,Glasgow,Glasgow City,G41 1SS,0141 429 0909,https://uniteduk.co.uk/,High,UK-000727
